workerid,trial_type,image,order,item,scramble,scope,audio,type,response,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider,images/063.JPG,aevery,filler3,default,inverse,audio/f3-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/009.JPG,aevery,filler7,default,surface,audio/f7-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/8-petting-aevery-surface.JPG,aevery,8-petting,default,surface,audio/8-petting-aevery-default.m4a,test,0.37,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/063.JPG,everya,filler2,default,surface,audio/f2-default.m4a,filler,1,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/056.JPG,everya,filler5,default,surface,audio/f5-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/054.JPG,everya,filler12,default,inverse,audio/f12-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/053.JPG,everya,filler1,default,inverse,audio/f1-default.m4a,filler,1,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/7-attacking-aevery-inverse.JPG,aevery,7-attacking,default,inverse,audio/7-attacking-aevery-default.m4a,test,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/4-feeding-aevery-inverse.JPG,everya,4-feeding,default,surface,audio/4-feeding-everya-default.m4a,test,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/005.JPG,aevery,filler11,default,inverse,audio/f11-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/1-leaning-everya-inverse.JPG,everya,1-leaning,default,inverse,audio/1-leaning-everya-default.m4a,test,1,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/054.JPG,everya,filler13,default,inverse,audio/f13-default.m4a,filler,0.29,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/016.JPG,everya,filler9,default,inverse,audio/f9-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,default,inverse,audio/2-fishing-everya-default.m4a,test,0.95,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/005.JPG,everya,filler10,default,surface,audio/f10-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/075.JPG,aevery,filler4,default,surface,audio/f4-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/5-bottle-aevery-inverse.JPG,aevery,5-bottle,default,inverse,audio/5-bottle-aevery-default.m4a,test,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/3-fishpole-aevery-inverse.JPG,everya,3-fish pole,default,surface,audio/3-fish pole-everya-default.m4a,test,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,default,surface,audio/6-biting-everya-default.m4a,test,0.96,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
0,one_slider,images/009.JPG,everya,filler8,default,surface,audio/f8-default.m4a,filler,0,most,both8,koreng,Korean,native,2,Female,37,KorEng,,mostlive,Yes,yes,mostsem,3,Windows,800,1280,Chrome,30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,319P43LJ7WVGW7F65Y0MR7ZB7JR7ZP,한국어 문장들,문장의 해석에 대해 답해 주세요.,한국어 언어 연구 인지과학 대학교 korean,$0.40,Sat Jul 21 10:24:38 PDT 2018,9,7,0,2,Assignable,NotReviewed,1 cond,1800,60000,Mon Aug 20 10:24:38 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=30EV7DWJTVQDXQIEWAOUM7XNHTS6YP,3NGI5ARFTU1R4AN9QJLW339I2MNP1S,0,Approved,Sun Jul 22 07:49:38 PDT 2018,Sat Jul 21 15:01:28 PDT 2018,Sat Jul 21 15:09:38 PDT 2018,Sun Jul 22 07:49:46 PDT 2018,,,,,[],undefined,8.039266666666666
